top4,level,gold_left,level_efficiency,top_trait
0,8,5,0.24242424242424243,TFT17_Timebreaker
0,9,1,0.32142857142857145,TFT17_Astronaut
1,9,0,0.2903225806451613,TFT17_DarkStar
1,8,2,0.24242424242424243,TFT17_AssassinTrait
0,9,4,0.34615384615384615,TFT17_BlitzcrankUniqueTrait
1,8,45,0.25806451612903225,TFT17_TahmKenchUniqueTrait
1,9,0,0.2727272727272727,TFT17_MorganaUniqueTrait
0,8,0,0.26666666666666666,TFT17_ADMIN
0,8,30,0.2962962962962963,TFT17_FioraUniqueTrait
0,9,0,0.3,TFT17_RhaastUniqueTrait
1,10,3,0.2857142857142857,TFT17_DarkStar
1,8,36,0.23529411764705882,TFT17_ADMIN
0,9,1,0.3333333333333333,TFT17_BlitzcrankUniqueTrait
1,9,19,0.2571428571428571,TFT17_BlitzcrankUniqueTrait
1,9,0,0.2647058823529412,TFT17_FioraUniqueTrait
0,9,1,0.2903225806451613,TFT17_ShenUniqueTrait
0,8,2,0.4,TFT17_TahmKenchUniqueTrait
0,8,18,0.23529411764705882,TFT17_Stargazer_Medallion
0,8,2,0.3333333333333333,TFT17_FlexTrait
1,10,1,0.24390243902439024,TFT17_Primordian
0,9,0,0.375,TFT17_FioraUniqueTrait
1,9,4,0.2727272727272727,TFT17_BlitzcrankUniqueTrait
0,8,0,0.38095238095238093,TFT17_ShenUniqueTrait
1,9,0,0.24324324324324326,TFT17_RhaastUniqueTrait
1,10,8,0.24390243902439024,TFT17_FioraUniqueTrait
0,8,28,0.2962962962962963,TFT17_RhaastUniqueTrait
0,6,137,0.25,TFT17_Stargazer_Mountain
0,8,14,0.2857142857142857,TFT17_Astronaut
1,10,5,0.29411764705882354,TFT17_HPTank
1,9,7,0.2727272727272727,TFT17_Primordian
1,9,2,0.2647058823529412,TFT17_DarkStar
1,8,63,0.23529411764705882,TFT17_ShieldTank
0,9,0,0.32142857142857145,TFT17_Stargazer_Mountain
0,8,19,0.25806451612903225,TFT17_Astronaut
1,9,33,0.2571428571428571,TFT17_ADMIN
0,9,0,0.2903225806451613,TFT17_BlitzcrankUniqueTrait
1,9,4,0.2727272727272727,TFT17_ShenUniqueTrait
0,7,1,0.2692307692307692,TFT17_RhaastUniqueTrait
0,8,0,0.24242424242424243,TFT17_Primordian
1,9,1,0.2727272727272727,TFT17_FioraUniqueTrait
0,8,10,0.3076923076923077,TFT17_Mecha
1,10,1,0.2857142857142857,TFT17_DarkStar
1,10,1,0.2702702702702703,TFT17_FioraUniqueTrait
0,8,1,0.34782608695652173,TFT17_Mecha
0,8,4,0.25806451612903225,TFT17_Timebreaker
1,9,0,0.2903225806451613,TFT17_FioraUniqueTrait
0,7,1,0.25925925925925924,TFT17_RhaastUniqueTrait
1,9,0,0.24324324324324326,TFT17_DarkStar
1,8,63,0.21621621621621623,TFT17_RhaastUniqueTrait
0,9,1,0.3333333333333333,TFT17_BlitzcrankUniqueTrait
0,8,30,0.2857142857142857,TFT17_Stargazer_Medallion
0,8,1,0.2962962962962963,unknown
0,7,41,0.23333333333333334,TFT17_ShieldTank
1,9,6,0.24324324324324326,TFT17_Fateweaver
0,9,1,0.2727272727272727,TFT17_BlitzcrankUniqueTrait
1,9,3,0.24324324324324326,TFT17_BlitzcrankUniqueTrait
1,9,0,0.2647058823529412,TFT17_FioraUniqueTrait
1,9,1,0.2647058823529412,TFT17_Astronaut
1,9,1,0.2727272727272727,TFT17_MorganaUniqueTrait
0,9,0,0.3,TFT17_DarkStar
1,8,18,0.24242424242424243,TFT17_Primordian
1,9,1,0.2647058823529412,TFT17_BlitzcrankUniqueTrait
0,8,0,0.25806451612903225,TFT17_FioraUniqueTrait
0,8,0,0.2962962962962963,TFT17_Mecha
0,8,20,0.34782608695652173,TFT17_ShenUniqueTrait
1,9,24,0.2647058823529412,TFT17_MeleeTrait
1,9,9,0.225,TFT17_Primordian
0,9,1,0.3333333333333333,TFT17_GravesTrait
1,8,4,0.23529411764705882,TFT17_RhaastUniqueTrait
0,8,0,0.3076923076923077,TFT17_TahmKenchUniqueTrait
1,9,1,0.225,TFT17_RhaastUniqueTrait
0,8,3,0.2962962962962963,TFT17_TahmKenchUniqueTrait
0,9,5,0.2903225806451613,TFT17_SonaUniqueTrait
1,9,1,0.2903225806451613,TFT17_DarkStar
1,9,1,0.2727272727272727,TFT17_ADMIN
1,9,0,0.21951219512195122,TFT17_VexUniqueTrait
0,8,1,0.2962962962962963,TFT17_RhaastUniqueTrait
0,9,11,0.375,TFT17_BlitzcrankUniqueTrait
1,10,1,0.24390243902439024,TFT17_FioraUniqueTrait
0,8,0,0.2857142857142857,TFT17_DarkStar
1,8,2,0.2,TFT17_RhaastUniqueTrait
0,10,0,0.30303030303030304,TFT17_BlitzcrankUniqueTrait
0,8,1,0.25806451612903225,TFT17_Astronaut
0,9,0,0.32142857142857145,TFT17_BlitzcrankUniqueTrait
1,9,0,0.2727272727272727,TFT17_ShieldTank
0,9,0,0.2727272727272727,TFT17_FioraUniqueTrait
1,9,1,0.2647058823529412,TFT17_FioraUniqueTrait
1,10,1,0.2702702702702703,TFT17_BlitzcrankUniqueTrait
1,9,32,0.24324324324324326,TFT17_FioraUniqueTrait
0,6,1,0.2222222222222222,TFT17_AssassinTrait
1,9,12,0.28125,TFT17_RhaastUniqueTrait
1,10,2,0.30303030303030304,TFT17_DarkStar
1,8,10,0.25,TFT17_Stargazer_Medallion
0,8,0,0.2962962962962963,TFT17_ShieldTank
0,9,1,0.32142857142857145,TFT17_FioraUniqueTrait
1,8,23,0.25806451612903225,TFT17_Stargazer_Medallion
0,9,17,0.3,TFT17_BlitzcrankUniqueTrait
0,9,0,0.391304347826087,TFT17_BlitzcrankUniqueTrait
1,10,2,0.29411764705882354,TFT17_BlitzcrankUniqueTrait
1,9,3,0.2647058823529412,TFT17_BlitzcrankUniqueTrait
0,8,4,0.2962962962962963,TFT17_DarkStar
1,10,3,0.3225806451612903,TFT17_BlitzcrankUniqueTrait
0,10,2,0.3225806451612903,TFT17_BlitzcrankUniqueTrait
0,7,48,0.25925925925925924,TFT17_BlitzcrankUniqueTrait
1,8,0,0.25806451612903225,TFT17_DarkStar
0,8,26,0.26666666666666666,TFT17_Stargazer_Wolf
1,9,41,0.2727272727272727,TFT17_Astronaut
1,9,6,0.2647058823529412,TFT17_BlitzcrankUniqueTrait
0,8,2,0.34782608695652173,TFT17_ShenUniqueTrait
1,9,0,0.2727272727272727,TFT17_BlitzcrankUniqueTrait
0,8,0,0.2857142857142857,TFT17_DarkStar
1,10,2,0.29411764705882354,TFT17_Stargazer_Mountain
0,8,7,0.26666666666666666,TFT17_Astronaut
0,8,2,0.2857142857142857,TFT17_FioraUniqueTrait
1,9,32,0.2727272727272727,TFT17_DarkStar
0,8,2,0.34782608695652173,TFT17_ADMIN
1,9,4,0.2571428571428571,TFT17_Astronaut
0,7,39,0.25925925925925924,TFT17_ShieldTank
0,8,23,0.26666666666666666,TFT17_TahmKenchUniqueTrait
1,9,2,0.2571428571428571,TFT17_Fateweaver
1,8,35,0.23529411764705882,TFT17_TahmKenchUniqueTrait
0,8,24,0.2857142857142857,TFT17_Stargazer_Mountain
1,9,2,0.24324324324324326,TFT17_Primordian
0,7,21,0.2692307692307692,TFT17_ADMIN
0,9,4,0.3333333333333333,TFT17_FioraUniqueTrait
0,8,89,0.24242424242424243,unknown
1,8,0,0.23529411764705882,TFT17_Timebreaker
1,8,1,0.21621621621621623,TFT17_Stargazer_Mountain
1,9,0,0.2647058823529412,TFT17_ADMIN
0,7,26,0.25925925925925924,TFT17_Primordian
1,8,1,0.24242424242424243,TFT17_Primordian
1,9,1,0.2647058823529412,TFT17_ADMIN
0,8,8,0.25806451612903225,TFT17_ADMIN
1,9,0,0.2571428571428571,TFT17_FioraUniqueTrait
0,9,1,0.3,TFT17_FioraUniqueTrait
1,10,4,0.2857142857142857,TFT17_DarkStar
0,7,43,0.2692307692307692,TFT17_HPTank
0,8,0,0.2857142857142857,TFT17_FlexTrait
0,8,0,0.2962962962962963,TFT17_HPTank
1,8,0,0.23529411764705882,TFT17_Primordian
1,8,0,0.22857142857142856,TFT17_Primordian
0,8,1,0.3076923076923077,TFT17_RhaastUniqueTrait
1,9,20,0.2571428571428571,TFT17_Astronaut
0,7,30,0.20588235294117646,TFT17_RhaastUniqueTrait
1,9,9,0.2571428571428571,TFT17_FioraUniqueTrait
0,8,2,0.2857142857142857,TFT17_Timebreaker
1,9,1,0.2727272727272727,TFT17_MeleeTrait
0,8,22,0.2962962962962963,TFT17_Astronaut
0,9,5,0.391304347826087,TFT17_TahmKenchUniqueTrait
0,8,34,0.2857142857142857,TFT17_Astronaut
1,8,2,0.22857142857142856,TFT17_DarkStar
0,7,22,0.25,TFT17_Fateweaver
1,9,4,0.3,TFT17_DarkStar
1,9,1,0.2571428571428571,TFT17_DarkStar
0,7,1,0.2692307692307692,TFT17_ADMIN
0,7,0,0.22580645161290322,TFT17_Timebreaker
1,8,28,0.25806451612903225,TFT17_ShieldTank
1,9,50,0.28125,TFT17_Primordian
0,8,0,0.3076923076923077,TFT17_ShieldTank
1,8,36,0.23529411764705882,TFT17_Primordian
1,9,4,0.2647058823529412,TFT17_FioraUniqueTrait
0,7,42,0.22580645161290322,TFT17_Stargazer_Shield
0,7,5,0.23333333333333334,TFT17_Stargazer_Medallion
1,9,0,0.23684210526315788,TFT17_ShieldTank
0,7,63,0.35,TFT17_TahmKenchUniqueTrait
0,7,0,0.23333333333333334,TFT17_Stargazer_Medallion
1,8,40,0.23529411764705882,TFT17_PsyOps
0,6,1,0.2,TFT17_Stargazer_Medallion
1,7,10,0.21212121212121213,TFT17_Primordian
1,10,3,0.2631578947368421,TFT17_HPTank
1,9,0,0.2727272727272727,TFT17_FioraUniqueTrait
0,9,0,0.32142857142857145,TFT17_ShenUniqueTrait
1,9,1,0.2727272727272727,TFT17_SummonTrait
0,7,11,0.2692307692307692,TFT17_Primordian
1,9,40,0.2727272727272727,TFT17_VexUniqueTrait
0,9,12,0.3,TFT17_BlitzcrankUniqueTrait
0,8,32,0.26666666666666666,TFT17_Mecha
1,9,2,0.2903225806451613,TFT17_DarkStar
0,9,4,0.32142857142857145,TFT17_BlitzcrankUniqueTrait
1,9,41,0.2903225806451613,TFT17_RhaastUniqueTrait
0,9,0,0.3,TFT17_MorganaUniqueTrait
1,9,7,0.2903225806451613,TFT17_Stargazer_Shield
1,9,21,0.2903225806451613,TFT17_FioraUniqueTrait
0,8,0,0.3076923076923077,TFT17_DarkStar
1,8,11,0.25806451612903225,TFT17_BlitzcrankUniqueTrait
0,7,2,0.3333333333333333,TFT17_RhaastUniqueTrait
0,8,4,0.25806451612903225,TFT17_FioraUniqueTrait
1,10,1,0.29411764705882354,TFT17_BlitzcrankUniqueTrait
0,9,1,0.32142857142857145,TFT17_Primordian
0,8,40,0.2857142857142857,TFT17_Astronaut
1,10,1,0.2857142857142857,TFT17_Stargazer_Mountain
1,9,9,0.2571428571428571,TFT17_Primordian
0,8,10,0.2962962962962963,TFT17_BlitzcrankUniqueTrait
1,9,6,0.2727272727272727,TFT17_RhaastUniqueTrait
1,9,34,0.2727272727272727,TFT17_ShenUniqueTrait
0,9,2,0.2903225806451613,TFT17_DarkStar
0,8,1,0.2962962962962963,TFT17_FlexTrait
1,8,1,0.23529411764705882,TFT17_RhaastUniqueTrait
1,10,1,0.2857142857142857,TFT17_FioraUniqueTrait
1,8,1,0.22857142857142856,TFT17_ShieldTank
0,8,1,0.2962962962962963,TFT17_SonaUniqueTrait
0,9,3,0.32142857142857145,TFT17_SummonTrait
1,10,3,0.29411764705882354,TFT17_SummonTrait
0,9,0,0.2727272727272727,TFT17_DarkStar
1,10,2,0.2857142857142857,TFT17_PsyOps
0,8,14,0.2857142857142857,TFT17_ADMIN
0,9,3,0.32142857142857145,TFT17_Stargazer_Shield
1,9,1,0.2647058823529412,TFT17_Stargazer_Shield
1,10,34,0.2857142857142857,TFT17_DRX
0,8,0,0.2962962962962963,TFT17_ASTrait
0,8,1,0.2857142857142857,TFT17_ADMIN
1,8,1,0.23529411764705882,TFT17_Primordian
1,9,42,0.2647058823529412,TFT17_HPTank
1,9,0,0.2903225806451613,TFT17_HPTank
0,8,1,0.2962962962962963,TFT17_SpaceGroove
0,8,32,0.2962962962962963,TFT17_Astronaut
1,9,1,0.2903225806451613,TFT17_HPTank
0,9,1,0.3,TFT17_VexUniqueTrait
1,9,1,0.2647058823529412,TFT17_BlitzcrankUniqueTrait
0,7,1,0.22580645161290322,TFT17_APTrait
0,7,1,0.25,TFT17_APTrait
0,9,1,0.2903225806451613,TFT17_RhaastUniqueTrait
0,8,40,0.24242424242424243,TFT17_DarkStar
1,9,23,0.2571428571428571,TFT17_HPTank
1,8,10,0.23529411764705882,TFT17_Primordian
1,8,10,0.22857142857142856,TFT17_RhaastUniqueTrait
1,9,0,0.2647058823529412,TFT17_Stargazer_Shield
1,9,2,0.23684210526315788,TFT17_SonaUniqueTrait
1,9,0,0.2727272727272727,TFT17_RhaastUniqueTrait
0,9,1,0.3,TFT17_BlitzcrankUniqueTrait
1,9,4,0.23684210526315788,TFT17_Astronaut
0,8,1,0.2857142857142857,TFT17_DarkStar
0,9,0,0.2727272727272727,TFT17_FioraUniqueTrait
0,8,3,0.3333333333333333,TFT17_Mecha
0,7,30,0.25,TFT17_Primordian
0,8,2,0.25806451612903225,TFT17_Stargazer_Shield
1,10,32,0.29411764705882354,TFT17_DarkStar
1,8,0,0.23529411764705882,TFT17_ShieldTank
0,9,10,0.32142857142857145,TFT17_RhaastUniqueTrait
1,9,5,0.2727272727272727,TFT17_FioraUniqueTrait
1,8,21,0.24242424242424243,TFT17_FioraUniqueTrait
0,8,1,0.3333333333333333,TFT17_TahmKenchUniqueTrait
1,9,1,0.24324324324324326,TFT17_HPTank
1,9,2,0.24324324324324326,TFT17_AssassinTrait
1,8,30,0.23529411764705882,TFT17_ShieldTank
0,9,0,0.3,TFT17_BlitzcrankUniqueTrait
1,10,9,0.2857142857142857,TFT17_FioraUniqueTrait
0,9,5,0.2727272727272727,TFT17_MeleeTrait
0,8,13,0.2857142857142857,TFT17_AssassinTrait
0,8,1,0.3076923076923077,TFT17_DarkStar
1,7,28,0.22580645161290322,TFT17_APTrait
1,10,1,0.2631578947368421,TFT17_RhaastUniqueTrait
0,9,1,0.3,TFT17_JhinUniqueTrait
0,8,0,0.2857142857142857,TFT17_AssassinTrait
0,8,0,0.2857142857142857,TFT17_JhinUniqueTrait
0,8,20,0.4,TFT17_FioraUniqueTrait
1,9,2,0.23684210526315788,TFT17_BlitzcrankUniqueTrait
1,8,30,0.23529411764705882,TFT17_Primordian
1,8,1,0.21621621621621623,TFT17_RhaastUniqueTrait
1,9,1,0.2647058823529412,TFT17_Primordian
0,8,3,0.26666666666666666,TFT17_DarkStar
1,10,2,0.2702702702702703,TFT17_DarkStar
0,9,1,0.375,TFT17_BlitzcrankUniqueTrait
1,9,0,0.2727272727272727,TFT17_Astronaut
0,7,52,0.22580645161290322,TFT17_Stargazer_Medallion
0,9,4,0.2903225806451613,TFT17_MeleeTrait
1,9,2,0.2903225806451613,TFT17_BlitzcrankUniqueTrait
0,9,0,0.3,TFT17_RhaastUniqueTrait
1,9,5,0.24324324324324326,TFT17_Stargazer_Mountain
1,9,1,0.24324324324324326,TFT17_SonaUniqueTrait
0,8,0,0.2962962962962963,TFT17_ShieldTank
0,8,1,0.2857142857142857,TFT17_FioraUniqueTrait
0,8,1,0.2962962962962963,TFT17_FioraUniqueTrait
1,7,1,0.22580645161290322,TFT17_Primordian
1,9,10,0.2727272727272727,TFT17_BlitzcrankUniqueTrait
0,7,1,0.25,TFT17_RhaastUniqueTrait
1,8,31,0.26666666666666666,TFT17_BlitzcrankUniqueTrait
0,7,1,0.2692307692307692,TFT17_Timebreaker
1,9,1,0.2727272727272727,TFT17_SonaUniqueTrait
0,7,20,0.23333333333333334,TFT17_Stargazer_Mountain
0,8,0,0.3076923076923077,TFT17_Primordian
1,8,22,0.26666666666666666,TFT17_FioraUniqueTrait
1,9,1,0.2903225806451613,TFT17_ADMIN
0,9,1,0.3,TFT17_Stargazer_Shield
0,8,33,0.26666666666666666,TFT17_FioraUniqueTrait
0,8,14,0.2857142857142857,TFT17_ShieldTank
0,8,9,0.3333333333333333,TFT17_ShieldTank
1,9,9,0.23684210526315788,unknown
1,9,2,0.23684210526315788,TFT17_BlitzcrankUniqueTrait
1,9,1,0.2571428571428571,TFT17_FioraUniqueTrait
0,7,38,0.30434782608695654,TFT17_BlitzcrankUniqueTrait
1,9,4,0.2571428571428571,TFT17_RhaastUniqueTrait
0,7,11,0.30434782608695654,TFT17_ADMIN
0,8,0,0.2857142857142857,TFT17_Stargazer_Shield
1,9,1,0.2727272727272727,TFT17_ShenUniqueTrait
1,8,1,0.22857142857142856,TFT17_FioraUniqueTrait
0,9,9,0.32142857142857145,TFT17_BlitzcrankUniqueTrait
1,9,1,0.2571428571428571,TFT17_Stargazer_Shield
1,10,0,0.25,TFT17_BlitzcrankUniqueTrait
0,8,1,0.2962962962962963,TFT17_TahmKenchUniqueTrait
1,9,0,0.24324324324324326,TFT17_Primordian
1,8,33,0.2,TFT17_RhaastUniqueTrait
1,8,64,0.25806451612903225,unknown
0,8,1,0.2962962962962963,TFT17_MorganaUniqueTrait
0,6,1,0.23076923076923078,TFT17_ADMIN
0,7,2,0.2692307692307692,TFT17_BlitzcrankUniqueTrait
1,9,2,0.2727272727272727,TFT17_Primordian
1,8,26,0.25806451612903225,TFT17_ShenUniqueTrait
0,8,0,0.2857142857142857,TFT17_Astronaut
0,8,13,0.26666666666666666,TFT17_DarkStar
0,7,5,0.25925925925925924,TFT17_RhaastUniqueTrait
1,9,1,0.21951219512195122,TFT17_BlitzcrankUniqueTrait
1,10,1,0.24390243902439024,TFT17_BlitzcrankUniqueTrait
0,5,133,0.25,TFT17_Timebreaker
0,8,1,0.3076923076923077,TFT17_ShenUniqueTrait
1,10,1,0.2857142857142857,TFT17_FioraUniqueTrait
0,9,2,0.3333333333333333,TFT17_FioraUniqueTrait
0,7,8,0.25,TFT17_Primordian
1,9,9,0.2571428571428571,TFT17_BlitzcrankUniqueTrait
0,8,1,0.2962962962962963,TFT17_DarkStar
1,9,1,0.32142857142857145,TFT17_RangedTrait
1,8,0,0.23529411764705882,unknown
1,9,1,0.2571428571428571,TFT17_RhaastUniqueTrait
1,9,1,0.24324324324324326,TFT17_JhinUniqueTrait
0,8,42,0.2962962962962963,TFT17_Astronaut
1,9,2,0.2647058823529412,TFT17_FioraUniqueTrait
0,7,13,0.25,TFT17_APTrait
0,9,0,0.2903225806451613,TFT17_HPTank
1,9,1,0.24324324324324326,TFT17_RhaastUniqueTrait
0,8,9,0.24242424242424243,TFT17_Stargazer_Serpent
0,8,40,0.2962962962962963,TFT17_ADMIN
1,10,7,0.25,TFT17_Primordian
0,7,0,0.30434782608695654,TFT17_RhaastUniqueTrait
0,7,2,0.25925925925925924,TFT17_Stargazer_Mountain
0,8,9,0.34782608695652173,TFT17_Astronaut
1,8,0,0.24242424242424243,TFT17_RhaastUniqueTrait
1,9,1,0.225,TFT17_RhaastUniqueTrait
1,8,0,0.24242424242424243,TFT17_RhaastUniqueTrait
0,8,2,0.26666666666666666,TFT17_ShenUniqueTrait
1,8,11,0.22857142857142856,TFT17_ADMIN
1,8,6,0.23529411764705882,TFT17_Primordian
0,5,0,0.2631578947368421,TFT17_BlitzcrankUniqueTrait
1,9,3,0.2647058823529412,TFT17_Astronaut
1,9,0,0.2571428571428571,TFT17_TahmKenchUniqueTrait
0,9,0,0.32142857142857145,TFT17_FioraUniqueTrait
0,7,43,0.23333333333333334,TFT17_RhaastUniqueTrait
1,9,0,0.225,TFT17_RhaastUniqueTrait
1,9,1,0.21428571428571427,TFT17_Primordian
0,7,16,0.23333333333333334,TFT17_RhaastUniqueTrait
0,7,1,0.25,TFT17_RhaastUniqueTrait
1,8,0,0.25806451612903225,TFT17_JhinUniqueTrait
0,8,0,0.3076923076923077,TFT17_Stargazer_Mountain
1,10,38,0.23809523809523808,TFT17_MeleeTrait
0,8,4,0.2962962962962963,TFT17_Astronaut
1,10,37,0.25,TFT17_BlitzcrankUniqueTrait
0,9,0,0.3333333333333333,TFT17_BlitzcrankUniqueTrait
1,10,0,0.25,TFT17_BlitzcrankUniqueTrait
0,8,0,0.2857142857142857,TFT17_Astronaut
1,7,9,0.22580645161290322,TFT17_Primordian
0,9,0,0.3,TFT17_ADMIN
1,8,17,0.24242424242424243,TFT17_ShieldTank
0,8,1,0.2857142857142857,TFT17_BlitzcrankUniqueTrait
1,10,7,0.2702702702702703,TFT17_HPTank
1,9,1,0.2647058823529412,TFT17_MorganaUniqueTrait
1,9,0,0.2571428571428571,TFT17_DarkStar
0,7,20,0.2916666666666667,TFT17_APTrait
0,9,1,0.2727272727272727,TFT17_Astronaut
0,8,2,0.2857142857142857,TFT17_Fateweaver
0,8,9,0.3076923076923077,TFT17_FioraUniqueTrait
1,8,9,0.2222222222222222,TFT17_Primordian
0,8,0,0.2962962962962963,TFT17_ShieldTank
1,9,1,0.2647058823529412,TFT17_FioraUniqueTrait
1,8,32,0.26666666666666666,TFT17_Astronaut
0,8,0,0.26666666666666666,TFT17_DarkStar
1,8,10,0.25806451612903225,TFT17_Astronaut
1,10,3,0.29411764705882354,TFT17_DarkStar
0,9,4,0.34615384615384615,TFT17_BlitzcrankUniqueTrait
0,8,1,0.2857142857142857,TFT17_BlitzcrankUniqueTrait
0,9,0,0.2903225806451613,TFT17_BlitzcrankUniqueTrait
0,8,0,0.2857142857142857,TFT17_DarkStar
1,9,0,0.2647058823529412,TFT17_Primordian
0,7,30,0.30434782608695654,TFT17_Stargazer_Mountain
1,9,0,0.2571428571428571,TFT17_Mecha
1,10,1,0.2857142857142857,TFT17_DarkStar
0,8,0,0.2857142857142857,TFT17_TahmKenchUniqueTrait
1,8,0,0.22857142857142856,TFT17_Astronaut
1,9,33,0.23684210526315788,TFT17_FioraUniqueTrait
0,8,1,0.26666666666666666,TFT17_TahmKenchUniqueTrait
1,8,0,0.21621621621621623,TFT17_RhaastUniqueTrait
0,9,0,0.2727272727272727,TFT17_SonaUniqueTrait
0,8,45,0.2857142857142857,TFT17_Mecha
1,9,1,0.2647058823529412,TFT17_BlitzcrankUniqueTrait
0,6,0,0.2222222222222222,TFT17_AssassinTrait
1,8,1,0.21052631578947367,TFT17_Primordian
0,8,2,0.25806451612903225,TFT17_RhaastUniqueTrait
1,8,1,0.24242424242424243,TFT17_Primordian
0,7,3,0.25925925925925924,TFT17_APTrait
1,10,1,0.2702702702702703,TFT17_ShieldTank
1,10,1,0.2702702702702703,TFT17_ShenUniqueTrait
1,9,0,0.2647058823529412,TFT17_RhaastUniqueTrait
0,8,31,0.26666666666666666,TFT17_FioraUniqueTrait
0,9,0,0.34615384615384615,TFT17_Timebreaker
0,8,0,0.2857142857142857,TFT17_JhinUniqueTrait
1,9,1,0.2571428571428571,TFT17_RhaastUniqueTrait
0,8,23,0.24242424242424243,TFT17_Astronaut
1,9,6,0.24324324324324326,TFT17_GravesTrait
1,9,0,0.2647058823529412,TFT17_FioraUniqueTrait
0,8,0,0.2962962962962963,TFT17_ADMIN
0,8,21,0.26666666666666666,TFT17_ShieldTank
1,9,11,0.24324324324324326,TFT17_DarkStar
0,8,34,0.26666666666666666,TFT17_Astronaut
1,9,2,0.2571428571428571,TFT17_Primordian
0,9,0,0.3,TFT17_Stargazer_Shield
0,8,20,0.26666666666666666,TFT17_FioraUniqueTrait
1,9,22,0.2571428571428571,TFT17_Mecha
0,8,0,0.38095238095238093,TFT17_Timebreaker
1,9,1,0.2571428571428571,TFT17_Fateweaver
1,9,6,0.2727272727272727,TFT17_BlitzcrankUniqueTrait
0,7,42,0.25,TFT17_SpaceGroove
1,9,36,0.2647058823529412,TFT17_DarkStar
0,7,0,0.2692307692307692,unknown
1,9,0,0.2571428571428571,TFT17_RhaastUniqueTrait
1,9,1,0.2727272727272727,TFT17_FioraUniqueTrait
1,8,2,0.22857142857142856,TFT17_RhaastUniqueTrait
0,8,0,0.2857142857142857,TFT17_Astronaut
0,8,23,0.26666666666666666,TFT17_Astronaut
0,8,0,0.3333333333333333,TFT17_ADMIN
0,8,3,0.2857142857142857,TFT17_Primordian
1,10,2,0.2702702702702703,TFT17_DarkStar
1,9,35,0.2727272727272727,TFT17_BlitzcrankUniqueTrait
0,8,11,0.2962962962962963,TFT17_Astronaut
1,8,0,0.24242424242424243,TFT17_ADMIN
1,9,1,0.24324324324324326,TFT17_TahmKenchUniqueTrait
0,9,0,0.3,TFT17_DRX
1,9,1,0.2571428571428571,TFT17_Stargazer_Medallion
0,8,0,0.2962962962962963,TFT17_Astronaut
1,8,43,0.23529411764705882,TFT17_ADMIN
0,8,3,0.3333333333333333,TFT17_BlitzcrankUniqueTrait
1,8,11,0.24242424242424243,TFT17_Mecha
0,7,18,0.23333333333333334,TFT17_Stargazer_Medallion
1,10,1,0.2857142857142857,TFT17_Stargazer_Medallion
0,8,11,0.3076923076923077,TFT17_Astronaut
0,9,0,0.2903225806451613,TFT17_Stargazer_Shield
1,9,14,0.2727272727272727,TFT17_FioraUniqueTrait
0,8,0,0.2857142857142857,TFT17_Stargazer_Shield
1,9,0,0.2903225806451613,TFT17_DarkStar
0,7,31,0.23333333333333334,TFT17_PsyOps
0,8,57,0.3076923076923077,TFT17_MorganaUniqueTrait
1,9,3,0.2571428571428571,TFT17_FioraUniqueTrait
1,9,0,0.2571428571428571,TFT17_BlitzcrankUniqueTrait
0,8,0,0.3333333333333333,TFT17_Mecha
1,9,1,0.2571428571428571,TFT17_FioraUniqueTrait
0,9,1,0.3,TFT17_RhaastUniqueTrait
0,7,0,0.2692307692307692,TFT17_Stargazer_Medallion
1,9,44,0.24324324324324326,TFT17_MeleeTrait
0,9,36,0.2903225806451613,TFT17_DarkStar
1,9,3,0.24324324324324326,TFT17_Primordian
1,9,0,0.2727272727272727,TFT17_RhaastUniqueTrait
1,9,1,0.24324324324324326,TFT17_Primordian
0,8,27,0.3333333333333333,TFT17_ShenUniqueTrait
1,9,0,0.2903225806451613,TFT17_BlitzcrankUniqueTrait
0,9,0,0.3333333333333333,TFT17_Astronaut
1,9,5,0.24324324324324326,TFT17_DarkStar
0,9,1,0.3,TFT17_Astronaut
0,8,1,0.2857142857142857,TFT17_Astronaut
1,9,46,0.2727272727272727,TFT17_Astronaut
1,10,1,0.2631578947368421,TFT17_PsyOps
0,9,2,0.2903225806451613,TFT17_Astronaut
0,7,18,0.25,TFT17_APTrait
1,8,3,0.22857142857142856,TFT17_Fateweaver
0,8,33,0.3076923076923077,TFT17_FioraUniqueTrait
0,8,1,0.2962962962962963,TFT17_ShieldTank
1,9,21,0.23684210526315788,TFT17_RhaastUniqueTrait
1,9,0,0.2903225806451613,TFT17_DarkStar
1,9,2,0.23684210526315788,TFT17_JhinUniqueTrait
1,9,4,0.23684210526315788,TFT17_ShieldTank
1,9,5,0.23684210526315788,TFT17_ShenUniqueTrait
0,8,23,0.24242424242424243,unknown
1,9,0,0.2571428571428571,TFT17_DarkStar
0,8,3,0.2962962962962963,TFT17_RhaastUniqueTrait
0,8,1,0.34782608695652173,TFT17_FioraUniqueTrait
0,8,0,0.2857142857142857,TFT17_ShenUniqueTrait
0,7,0,0.25,TFT17_Stargazer_Medallion
1,9,13,0.23076923076923078,TFT17_FioraUniqueTrait
0,8,1,0.26666666666666666,TFT17_Fateweaver
0,7,46,0.2692307692307692,TFT17_Timebreaker
1,9,0,0.23684210526315788,TFT17_Primordian
1,9,3,0.2571428571428571,TFT17_RhaastUniqueTrait
0,7,6,0.25,TFT17_Stargazer_Medallion
